id,plan_name,iso3,year,sector_id,sector,metric_name,metric_id,value,category_id,category_name,description,source
919,Democratic Republic of the Congo 2020,COD,2020,0,Total,Population,totalPopulation,,Total,Total,HPC 2020,
919,Democratic Republic of the Congo 2020,COD,2020,0,Total,Affectées,affected,,Total,Total,HPC 2020,
919,Democratic Republic of the Congo 2020,COD,2020,0,Total,Dans le besoin,inNeed,25623884,Total,Total,HPC 2020,
919,Democratic Republic of the Congo 2020,COD,2020,0,Total,Ciblées,target,9195598,Total,Total,HPC 2020,
919,Democratic Republic of the Congo 2020,COD,2020,0,Total,Atteintes Attendues,expectedReach,6600000,Total,Total,HPC 2020,
919,Democratic Republic of the Congo 2020,COD,2020,SHL,Abris,Dans le besoin,inNeed,5117074,Total,Total,Caseload Abris,
919,Democratic Republic of the Congo 2020,COD,2020,SHL,Abris,Ciblés,target,2016036,Total,Total,Caseload Abris,
919,Democratic Republic of the Congo 2020,COD,2020,AME,Articles ménagers essentiels,Dans le besoin,inNeed,1868448,Total,Total,Caseload AME,
919,Democratic Republic of the Congo 2020,COD,2020,AME,Articles ménagers essentiels,Ciblés,target,1340402,Total,Total,Caseload AME,
919,Democratic Republic of the Congo 2020,COD,2020,CSH,Cash à usage multiple,Dans le besoin,inNeed,15600000,Total,Total,Transferts monétaires à usage multiple,
919,Democratic Republic of the Congo 2020,COD,2020,CSH,Cash à usage multiple,Ciblés,target,2116176,Total,Total,Transferts monétaires à usage multiple,
919,Democratic Republic of the Congo 2020,COD,2020,WSH,Eau Hygiène et Assainissement,Dans le besoin,inNeed,11488507,Total,Total,Caseload EHA,
919,Democratic Republic of the Congo 2020,COD,2020,WSH,Eau Hygiène et Assainissement,Ciblés,target,5363526,Total,Total,Caseload EHA,
919,Democratic Republic of the Congo 2020,COD,2020,EDU,Education,Dans le besoin,inNeed,19704875,Total,Total,Caseload Education,
919,Democratic Republic of the Congo 2020,COD,2020,EDU,Education,Ciblés,target,1054709,Total,Total,Caseload Education,
919,Democratic Republic of the Congo 2020,COD,2020,NUT,Nutrition,Dans le besoin,inNeed,5464835,Total,Total,Caseload Nutrition,
919,Democratic Republic of the Congo 2020,COD,2020,NUT,Nutrition,Ciblés,target,2399742,Total,Total,Caseload Nutrition,
919,Democratic Republic of the Congo 2020,COD,2020,PRO,Protection,Dans le besoin,inNeed,7982764,Total,Total,Caseload Protection,
919,Democratic Republic of the Congo 2020,COD,2020,PRO,Protection,Ciblés,target,2786978,Total,Total,Caseload Protection,
919,Democratic Republic of the Congo 2020,COD,2020,HEA,Santé,Dans le besoin,inNeed,25623884,Total,Total,Caseload Santé,
919,Democratic Republic of the Congo 2020,COD,2020,HEA,Santé,Ciblés,target,9195598,Total,Total,Caseload Santé,
919,Democratic Republic of the Congo 2020,COD,2020,FSC,Sécurité Alimentaire,Dans le besoin,inNeed,19463443,Total,Total,Caseload Food Sec,
919,Democratic Republic of the Congo 2020,COD,2020,FSC,Sécurité Alimentaire,Ciblés,target,9136472,Total,Total,Caseload Food Sec,
919,Democratic Republic of the Congo 2020,COD,2020,MS,Réponse Multisectoriel aux Réfugiés,Dans le besoin,inNeed,538009,Total,Total,Réfugiés,
919,Democratic Republic of the Congo 2020,COD,2020,MS,Réponse Multisectoriel aux Réfugiés,Ciblés,target,538009,Total,Total,Réfugiés,
919,Democratic Republic of the Congo 2020,COD,2020,PRO-CPN,Protection: Protection de l'enfant,Dans le besoin,inNeed,8803985,Total,Total,Caseload Protection enfant,
919,Democratic Republic of the Congo 2020,COD,2020,PRO-CPN,Protection: Protection de l'enfant,Ciblés,target,3384171,Total,Total,Caseload Protection enfant,
919,Democratic Republic of the Congo 2020,COD,2020,PRO-GBV,Protection: Violences basées sur le genre,Dans le besoin,inNeed,10872172,Total,Total,Caseload VBG,
919,Democratic Republic of the Congo 2020,COD,2020,PRO-GBV,Protection: Violences basées sur le genre,Ciblés,target,871886,Total,Total,Caseload VBG,
919,Democratic Republic of the Congo 2020,COD,2020,PRO-MIN,Protection: Lutte anti-mines,Dans le besoin,inNeed,1371239,Total,Total,Caseload LAM,
919,Democratic Republic of the Congo 2020,COD,2020,PRO-MIN,Protection: Lutte anti-mines,Ciblés,target,1371239,Total,Total,Caseload LAM,
919,Democratic Republic of the Congo 2020,COD,2020,PRO-HLP,"Protection: Logement, terre et propriété",Dans le besoin,inNeed,190626,Total,Total,Caseload LTP,
919,Democratic Republic of the Congo 2020,COD,2020,PRO-HLP,"Protection: Logement, terre et propriété",Ciblés,target,38135,Total,Total,Caseload LTP,
919,Democratic Republic of the Congo 2020,COD,2020,PRO-CPNC19,Protection: Protection de l'enfant COVID-19,Dans le besoin,inNeed,,Total,Total,"",
919,Democratic Republic of the Congo 2020,COD,2020,PRO-CPNC19,Protection: Protection de l'enfant COVID-19,Ciblés,target,,Total,Total,"",
869,Nigeria 2020,NGA,2020,0,Total,Population,totalPopulation,,Total,Total,Estimate,GHO 2020
869,Nigeria 2020,NGA,2020,0,Total,Affected,affected,,Total,Total,Estimate,GHO 2020
869,Nigeria 2020,NGA,2020,0,Total,In Need,inNeed,10600000,Total,Total,Estimate,GHO 2020
869,Nigeria 2020,NGA,2020,0,Total,Targeted,target,7800000,Total,Total,Estimate,GHO 2020
869,Nigeria 2020,NGA,2020,0,Total,Expected Reach,expectedReach,5700000,Total,Total,Estimate,GHO 2020
869,Nigeria 2020,NGA,2020,0,Total,Population,totalPopulation,,Total,Total,COVID Figures,HRP
869,Nigeria 2020,NGA,2020,0,Total,Affected,affected,,Total,Total,COVID Figures,HRP
869,Nigeria 2020,NGA,2020,0,Total,In Need,inNeed,7700000,Total,Total,COVID Figures,HRP
869,Nigeria 2020,NGA,2020,0,Total,Targeted,target,5600000,Total,Total,COVID Figures,HRP
869,Nigeria 2020,NGA,2020,0,Total,Expected Reach,expectedReach,5700000,Total,Total,COVID Figures,HRP
869,Nigeria 2020,NGA,2020,CSS,Coordination and Support Services,In Need,inNeed,,Total,Total,COORDINATION AND SUPPORT SERVICES Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,CSS,Coordination and Support Services,Targeted,target,18,Total,Total,COORDINATION AND SUPPORT SERVICES Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,CCM,Camp Coordination and Camp Management,In Need,inNeed,9e+05,Total,Total,CCCM Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,CCM,Camp Coordination and Camp Management,Targeted,target,9e+05,Total,Total,CCCM Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,ERY,Early Recovery and Livelihoods,In Need,inNeed,2200000,Total,Total,Early Recovery Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,ERY,Early Recovery and Livelihoods,Targeted,target,1600000,Total,Total,Early Recovery Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,EDU,Education,In Need,inNeed,1e+06,Total,Total,Education Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,EDU,Education,Targeted,target,830000,Total,Total,Education Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,SHL,Emergency Shelter and NFI,In Need,inNeed,2500000,Total,Total,Shelter NFI Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,SHL,Emergency Shelter and NFI,Targeted,target,1e+06,Total,Total,Shelter NFI Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,TEL,Emergency Telecommunications,In Need,inNeed,86,Total,Total,Cluster Caseload,
869,Nigeria 2020,NGA,2020,TEL,Emergency Telecommunications,Targeted,target,100,Total,Total,Cluster Caseload,
869,Nigeria 2020,NGA,2020,FSC,Food Security,In Need,inNeed,3800000,Total,Total,Food Security Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,FSC,Food Security,Targeted,target,3300000,Total,Total,Food Security Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,HEA,Health,In Need,inNeed,5e+06,Total,Total,Health Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,HEA,Health,Targeted,target,4e+06,Total,Total,Health Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,LOG,Logistics,In Need,inNeed,86,Total,Total,Cluster Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,LOG,Logistics,Targeted,target,91,Total,Total,Cluster Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,NUT,Nutrition,In Need,inNeed,1100000,Total,Total,Nutrition Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,NUT,Nutrition,Targeted,target,8e+05,Total,Total,Nutrition Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,WSH,Water and Sanitation,In Need,inNeed,4500000,Total,Total,WASH Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,WSH,Water and Sanitation,Targeted,target,2500000,Total,Total,WASH Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO,Protection,In Need,inNeed,5400000,Total,Total,Protection Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO,Protection,Targeted,target,2500000,Total,Total,Protection Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-CPN,Protection: Child Protection,In Need,inNeed,1800000,Total,Total,Child Protection Sub-sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-CPN,Protection: Child Protection,Targeted,target,1100000,Total,Total,Child Protection Sub-sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-GBV,Protection: Gender-Based Violence,In Need,inNeed,1900000,Total,Total,Protection - GBV Sub-sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-GBV,Protection: Gender-Based Violence,Targeted,target,1300000,Total,Total,Protection - GBV Sub-sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-MIN,Protection: Mine Action,In Need,inNeed,1700000,Total,Total,Mine Action Subsector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-MIN,Protection: Mine Action,Targeted,target,6e+05,Total,Total,Mine Action Subsector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-HLP,Protection: Housing Land and Property,In Need,inNeed,1400000,Total,Total,"Protection - Housing, Land and Property Caseload",2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-HLP,Protection: Housing Land and Property,Targeted,target,9e+05,Total,Total,"Protection - Housing, Land and Property Caseload",2020 HNO and HRP
869,Nigeria 2020,NGA,2020,CCMC19,Camp Coordination and Camp Management COVID-19,In Need,inNeed,1896285,Total,Total,Camp Coordination Camp Management COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,CCMC19,Camp Coordination and Camp Management COVID-19,Targeted,target,1239507,Total,Total,Camp Coordination Camp Management COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,ERYC19,Early Recovery and Livelihoods COVID-19,In Need,inNeed,3343848,Total,Total,Early Recovery COVID19 Sector,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,ERYC19,Early Recovery and Livelihoods COVID-19,Targeted,target,650000,Total,Total,Early Recovery COVID19 Sector,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,EDUC19,Education COVID-19,In Need,inNeed,3096701,Total,Total,Education COVID19 Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,EDUC19,Education COVID-19,Targeted,target,3096701,Total,Total,Education COVID19 Sector Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,FSCC19,Food Security COVID-19,In Need,inNeed,2593193,Total,Total,Food Security Sector COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,FSCC19,Food Security COVID-19,Targeted,target,2593193,Total,Total,Food Security Sector COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,HEAC19,Health COVID-19,In Need,inNeed,4936913,Total,Total,Health Sector COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,HEAC19,Health COVID-19,Targeted,target,4480110,Total,Total,Health Sector COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PROC19,Protection COVID-19,In Need,inNeed,2483249,Total,Total,Protection Sector COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PROC19,Protection COVID-19,Targeted,target,1e+06,Total,Total,Protection Sector COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-CPNC19,Protection: Child Protection COVID-19,In Need,inNeed,1386523,Total,Total,Child Protection Sector COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-CPNC19,Protection: Child Protection COVID-19,Targeted,target,344110,Total,Total,Child Protection Sector COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-GBVC19,Protection: Gender Based Violence COVID-19,In Need,inNeed,963057,Total,Total,Gender-Based Violence COVID19 Caseload,2020 HNO and HRP
869,Nigeria 2020,NGA,2020,PRO-GBVC19,Protection: Gender Based Violence COVID-19,Targeted,target,473061,Total,Total,Gender-Based Violence COVID19 Caseload,2020 HNO and HRP
